question,percent_correct
Which detail BEST supports the main idea of the article?,0.403921568627451
Select the paragraph in the article that shows how a failed lie-detector test can harm people who are looking for jobs.,0.2627450980392157
Which statement explains how two central ideas in the article are related?,0.6548672566371682
The article describes a problem with one of the polygraph machines used to screen FBI applicants. Select the paragraph that BEST identifies the main problem with the polygraph.,0.3805309734513274
Which detail from the article supports the central idea that some job applicants are being unfairly denied positions?,0.4336283185840708
The FBI's policy on polygraph testing can BEST be described as,0.4690265486725664
The scientist structures his argument that amphibians are disappearing by,0.710091743119266
"In order to show the importance of amphibians, the article's author does all the following EXCEPT",0.27522935779816515
What is the reason amphibians are dying of thirst in urban areas?,0.7577981651376147
Which paragraph from the article states the reason why scientists have a difficult time observing amphibians' behavior?,0.708256880733945
How does the article introduce the amphibian?,0.8275499474237644
What is the general tone of this article?,0.8958990536277602
Which paragraph from the article provides the MOST evidence that amphibians' can tell humans about the quality of their drinking water. ,0.3785488958990536
What do scientists believe was the effect of the nation's drought on amphibians?,0.5594111461619348
What information can someone learn from reading this article?,0.7221764220939819
Which paragraph from the article provides a possible effect of amphibians disappearing in the future?,0.08821104699093157
What is the connection between mosquitoes and amphibians?,0.7856553998351196
"Read the sentence from the article.
 >""Amphibians are a good indicator of what's going on"" in the environment, said Joel Snodgrass, a biology professor. 

Which sentence from the article provides the MOST evidence of the biology professor's statement?",0.30667765869744434
Which sentence from the article shows the reason scientists have a hard time seeing amphibians' behavior?,0.9097093382807668
How would you BEST describe how amphibians breathe?,0.8559059987631417
What is the effect of winter on frogs? ,0.6004947433518862
How does salt on the road affect frogs and salamanders?,0.6091527520098948
Which of the following is NOT a reason that researchers believe is a possible cause for the disappearance of amphibians in the United States?,0.5401459854014599
What was the effect of researchers limiting monitoring of amphibians to sites the U.S. Department of the Interior controls?,0.5218978102189781
Which paragraph from the article shows the effect road salt has on amphibians?,0.5255474452554745
"Read the excerpt from the article. 

>And the salt also poses a direct threat to amphibians. Because they breathe through their skin, increases in water salinity can cause them to lose vital fluid from their bodies.""Basically, they die of thirst in an aquatic environment,"" Snodgrass said. 

What purpose does the final paragraph serve?",0.6642335766423357
"Read the sentence from the article.

>The 52-year-old third-generation farmer legally employs about 140 foreign-born workers on his 1,200-acre farm through a system similar to the one a group of senators wants to streamline. 

In the sentence above the word ""streamline"" most closely means",0.39800995024875624
"Which paragraph from ""Left To Rot"" contains a synonym for the word ""debatable""?",0.38308457711442784
"What type of figurative language is the phrase, ""living in the shadows""?",0.6318407960199005
"Read the sentence from the article. 

>""I'm also dubious about the idea that there are jobs Americans won't do,"" Sessions said. 

What is the meaning of the word ""dubious"" as it is used in the sentence above?",0.6119402985074627
"Read the sentence from the article. 

>""The bottom line is people need to decide whether they'd rather import their labor or import their food,"" said Randall Patterson, a North Carolina farmer who grows strawberries, cucumbers and watermelons. 

What type of figurative language is the phrase ""the bottom line""?",0.6205882352941177
"Read the sentence from the article.

>""The bottom line is people need to decide whether they'd rather import their labor or import their food,"" said Randall Patterson, a North Carolina farmer who grows strawberries, cucumbers and watermelons. 

What is the BEST meaning of the phrase, ""The bottom line"" as it is used in the article?",0.4235294117647059
"Read the sentence from the article. 

>But solving the matter has been hard because of opposition from those on the far political left and right. 

What does the word ""opposition"" mean as it appears in the sentence above?",0.7235294117647059
"Which paragraph from ""Worker Caps"" contains a word that means a ""suggestion"" or ""plan""?",0.5264705882352941
"Read the sentence from the article. 

>That law would make sure enough workers could come from outside the country to harvest the crops and milk the cows. 

Which sentence from the first two paragraphs of the article contains a word that means the same as ""harvest""?",0.49216300940438873
"Read the sentence from the article. 

>About seven in every 10 farm workers are thought to be working here illegally. 

What is the meaning of the word ""illegally"" as it is used in the article?",0.7836990595611285
"Read the sentence from the article:

>A new study found that just 268 people in North Carolina applied for farm jobs.

In which sentence does the word ""applied"" have the same meaning as used in the sentence above? 
",0.7711598746081505
"Read the sentence from the article.

>Wicker said the caps would not supply enough workers. 

The word ""supply"" in this sentence most closely means",0.47335423197492166
"Read the sentence from the article. 

>One of the opponents of the Senate plan is Jeff Sessions. He is a Republican from Alabama.

What is the BEST meaning of the word ""opponents"" as it is used in the article?",0.6666666666666666
"Read the sentence from the article and answer the question.

>He said 80,000 acres worth of fresh fruits and vegetables that had been grown in California are now grown outside the United States because of labor shortages.

What is an antonym for the word ""shortages'"" as it is used in the article?",0.4342105263157895
"Which paragraph from ""Caps on Workers"" contains a word that means ""to hire""?",0.21929824561403508
"Read the sentence from the article. 

>""How do they know after writing all that reform how many workers I'm going to need at my farm?"" he asked. ""Einstein couldn't figure that out."" 

What is the meaning of the word ""reform"" as it is used in the article?",0.7456140350877193
"Read the sentence from the article. 

>The 52-year-old third-generation farmer employs about 140 foreign-born workers on his 1,200-acre farm legally through a federal system similar to the one a bipartisan team of senators want to overhaul and streamline. 

In the paragraph above, the word bipartisan most closely means",0.7305699481865285
"Read the sentence from the article. 

>Western Growers, an association representing farmers in California and Arizona, conducted an unscientific telephone survey of about 20 members in 2007 and found American companies farming more than 45,000 acres of land in Mexico and employing about 11,000 people. 

In the paragraph above, the word ""unscientific"" most closely means",0.6683937823834197
Which paragraph from the article contains a phrase that means foods that require a lot of manual labor to harvest?,0.29015544041450775
"Based on the article's word choice and descriptions, the tone can best be described as",0.6528497409326425
Select the paragraph that provides an accurate synopsis of the article.,0.5196078431372549
"Which sentence is the MOST important to include in a summary of ""Better Wine?""",0.5637254901960784
"Which sentence reveals a negative aspect of dry farming in ""Healthier Trees, More Intense Flavor?""",0.803921568627451
"What would be another good title for ""Healthier Trees, More Intense Flavor?""",0.7450980392156863
Which detail from the article supports the main idea?,0.6097560975609756
Select the paragraph from the article that explains what dry farmers do during the dry seasons.,0.3853658536585366
"Which sentence is MOST important to include in a summary of ""Rotating Crops To Preserve Water?""",0.7853658536585366
"What is the main idea of ""Rotating Crops To Preserve Water?""",0.7073170731707317
What is the theme of this article?,0.4583333333333333
Select the paragraph in the article that BEST explains the reason many farmers do not use dry farming?,0.28125
Which detail from the article should be included in a summary?,0.6145833333333334
"Which is the BEST one-sentence summary for ""More Space Means More Cost?""",0.4088541666666667
Which paragraph from the first four paragraphs explains the primary reasons farmers choose to dry farm?,0.538647342995169
"Which sentence BEST sums up ""Better Tasting Fruit?""",0.642512077294686
"Select the paragraph in ""Popular Fruits And Vegetables"" that shows people would rather buy dry-farmed fruits and vegetables.",0.45410628019323673
"Which sentence from the article is LEAST important to include in a summary of ""Popular Fruits And Vegetables?""",0.6014492753623188
Which sentence is the best summary of the article?,0.4930555555555556
Which paragraph from the article BEST supports the central idea that dry farming is risky? ,0.4027777777777778
What would be an appropriate alternative title for this article?,0.5625
Which sentence would be LEAST important to include in a summary of the article?,0.6041666666666666
The article first shows the severity of the wolf attacks by,0.4972375690607735
"According to the article, all of the following are justifications for hunting wolves EXCEPT",0.4861878453038674
The article illustrates individual's historical fear of wolves by,0.4088397790055249
Select the paragraph from the article that provides the MOST evidence that the Endangered Species Act of 1973 no longer applies to wolves.,0.35911602209944754
What can somebody learn from reading this article?,0.8501594048884166
What is a possible negative effect of wolves' lack of fear of humans?,0.720510095642933
How is a wolf similar to a landlord?,0.5058448459086079
Select the paragraph from the article that provides the MOST evidence that wolves do not pose a threat to humans.,0.26992561105207225
"In the first section of the article, John Koski structures his argument that wolves pose a threat to humans by",0.44589308996088656
Why are some Native Americans against the wolf hunt?,0.6388526727509778
Select the paragraph from the article that provides the primary cause of the resurgence of wolves.,0.4511082138200782
"The section, ""Will The Hunt Solve The Problem?"" is included in the article to",0.47979139504563234
Select the paragraph from the article that provides the MOST evidence that wolves are not afraid of humans.,0.3427065026362039
What event led to the near extinction of the wolf population?,0.6063268892794376
What was the cause of the wolves' howling in Native American culture?,0.6449912126537786
What is the general tone of this article?,0.7047451669595782
What is the main reason Ironwood residents do not want wolves to kill the local deer?,0.6905594405594405
What was the effect of The Endangered Species Act of 1973?,0.5979020979020979
What was the main cause of the wolf hunt approval for November and December?,0.4318181818181818
Select the paragraph from the article that shows the reason why killing wolves may have a negative effect on the town.,0.3776223776223776
How does Robert LaBine feel about wolves?,0.5596707818930041
Select the paragraph from the article that states the reason why Koski dislikes wolves.,0.7791495198902606
Why was David Bolin worried about wolves going near a Little League baseball field?,0.7379972565157751
What happened in 1973?,0.7818930041152263
"According to the article, what can we infer is the primary reason people die from tornadoes?",0.5506883604505632
Select the paragraph from the article that shows the Oklahoma tornado was one of the worst in history.,0.1802252816020025
Which statement regarding hurricanes and tornadoes is true?,0.6833541927409261
"According to the article, why do the houses in Florida protect people from storms better than houses in the Midwest?",0.7321652065081352
The reader may infer that which of the following causes the greatest number of deaths during a hurricane?,0.4287769784172662
The Oklahoma tornado was an EF-5. What does EF measure?,0.8206235011990408
Select the sentence from the article that proves the Oklahoma tornado was on the ground longer than most tornadoes.,0.9107913669064748
Select the paragraph from the article that proves taking precautionary measures can save lives even in the most severe storms. ,0.3290167865707434
"Read the sentence from the article. 

>Early one Saturday in August 1992, South Floridians discovered they had 48 hours to get ready for Andrew, which is called one of the nation's most wicked hurricanes. 

According to the article, why was Hurricane Andrew one of the nation's most wicked hurricanes? ",0.5481798715203426
"According to the article, how are Hurricane Andrew and the Oklahoma tornado similar?",0.596716630977873
Which paragraph from the article proves that the people of Oklahoma had more warning that a tornado was coming than most.,0.42683797287651676
What benefit do people in Florida facing a hurricane threat have over a threat from a tornado in the Midwest? ,0.5674518201284796
What is the difference between a hurricane and a tornado?,0.6807178631051753
Which storm knocked out power for weeks in 6 million households in Florida?,0.5663606010016694
Why does Bill Johnson tell people to keep three to five days of supplies?,0.662771285475793
Select the paragraph from the article that states what is most dangerous about a hurricane. ,0.19365609348914858
All of the following statements regarding hurricanes are true EXCEPT,0.7566265060240964
Which paragraph from the article implies that people often ignore hurricane warnings?,0.5373493975903615
"According to the article, what can we infer about tornadoes?",0.5975903614457831
"Read the sentences from the article. 

>Andrew, one of only three Category 5 storms to strike the U.S. mainland, had top sustained winds of 165 miles per hour. As many as 500,000 people felt hurricane-force winds. Because people took precautions, only 15 died in South Florida. 

What can we infer from the paragraph above?",0.5277108433734939
All of the following are reasons for an increase in demand for rhino horns EXCEPT:,0.6551724137931034
Which of the following DOES NOT explain the strategy that will be used to track poachers? ,0.3448275862068966
The article introduces the concept of poaching of rhinos by:,0.603448275862069
"Select the paragraph from ""Math, Science And Saving Rhinos"" that gives details of drones that will be used to nab poachers.",0.46551724137931033
Professor Tom Snitch's program will gather information on all of the following EXCEPT:,0.6435643564356436
"According to the article, which of the following is NOT TRUE?",0.6732673267326733
What is the connection between rhinoceros and drone use?,0.8910891089108911
"Select the paragraph from ""Fight For The Future"" that BEST shows why conservationists need advanced technology to outsmart the poachers. ",0.7326732673267327
Who is taking the initiative to use drones to protect rhinos?,0.8125
"According to the article, which of the following is TRUE?",0.625
Select the sentence that describes the process that will be used to track poachers.,0.3958333333333333
"Select the paragraph from ""Fight For The Future"" that shows why it is difficult to catch poachers.",0.8645833333333334
How many rhinos were killed in 2012?,0.6213991769547325
Which place has the highest demand for rhino horns?,0.7407407407407407
"Select the paragraph from ""Eyes In The Sky"" that provides information on data that will be collected to help save rhinos.",0.4279835390946502
Professor Snitch will use which of the following to save rhinos?,0.8106995884773662
Which of the following provides an edge to poachers over government officials?,0.375
All of the following are reasons for an increase in the poaching of rhinos EXCEPT:,0.525
The article explains the use of drones to track poachers by:,0.6
The article draws connection between:,0.7
Which paragraph from the article that states the primary cause of environmental groups considering placing the great white shark on the endangered list?,0.26564673157162727
Why did scientists lure sharks close to the boat with a fake seal?,0.8331015299026425
What is the effect of attaching transmitters to great white sharks?,0.6105702364394993
What purpose does the final paragraph serve?,0.6912378303198887
How does the article introduce the great white shark?,0.8114856429463171
What is the primary reason some shark experts believe the population is several times larger than environmental groups say?,0.3776529338327091
How does the professor compare lions and elephants to sharks?,0.7621722846441947
"Read the sentence from the article. 

>The potential for catching a great white shark off this pier is pretty good,"" he said. 

Select the paragraph from the article that provides the most evidence of this statement.",0.24656679151061173
What information can someone learn from reading this article?,0.5709090909090909
"Select the paragraph from the section ""Hunting Near Swimmers and Surfers,"" that gives possible causes of the decline in great white sharks.",0.20424242424242425
"Read the sentence from the article. 

>Shark expert Michael L. Domeier disagrees with the count. His long-term study of white sharks suggests the actual population is much larger. 

Which paragraph from the article provides the MOST evidence of the expert's statement? ",0.2696969696969697
What strategy does Martin use to protect great white sharks from fishermen?,0.5981818181818181
"According to the article, what is the mystery? ",0.7788400254939452
Select the sentence from the article that BEST shows the reason why Martin cut the fisherman's line.,0.18738049713193117
Why did the great white sharks come close to the scientists' boat? ,0.7374123645634162
What does Martin do directly after the shark gets close?,0.550031867431485
What effect would listing the shark as an endangered species have on anglers and the fishing industry?,0.6417624521072797
"Barbara Block, a professor in marine sciences at Stanford's Hopkins Marine Station, makes an attempt to prove the theory that the great white shark is endangered by",0.5613026819923371
If the great white shark is truly endangered which is NOT a reason for the decline in sharks. ,0.6896551724137931
Which paragraph states the procedure scientist used to calculate the likely population of the great white shark?,0.5153256704980843
"Based on what the article says, what will happen if sharks get protected in California? ",0.6842105263157895
"Based on what Barbara Block says, how are elephants different from sharks?",0.6992960107274556
What happened right after a fisherman caught a 7-foot long shark last July?,0.7106939322829366
Select the paragraph that shows the reason some scientists want sharks to be named endangered species.,0.7428762990278244
"Read the sentence from the article. 

>Scientists have only begun to dig through its vast trove of data, where proof of another Earth-like planet may be hiding like a needle in a haystack. 

What type of figurative language is the phrase ""hiding like a needle in a haystack?""",0.2997711670480549
"Read the sentence from the article. 

>""The most important discoveries are yet to come. They're in our back pocket,"" she said. 

What is the meaning of the phrase ""They're in our back pocket,"" as mentioned in the article?",0.4851258581235698
"Read the sentence from the article. 

>While lamenting what could have been, the scientists said they are excited by what remains.

 What is a synonym for the word lamenting as mentioned in the article?",0.6041189931350115
"Select a sentence from the article that contains a synonym for the word ""vary.""",0.6773455377574371
"Read the sentence from the article. 

>For the past four years, the $600 million Kepler has been focusing its lens on stars to detect the subtle dimming that occurs every time a planet passes in front of its sun.

What is the meaning of the word ""subtle"" as in the article?",0.7556109725685786
"What is an antonym for the word ""anticipated"" as it is used in the article?",0.6359102244389028
"Read the sentence from the article. 

>While grieving their loss like a family in mourning, the scientists said they are excited by what remains. 

What type of figurative language is the phrase ""While grieving their loss like a family in mourning?""",0.655860349127182
"Select the paragraph from the article that contains a word that means ""planets outside of our solar system?""",0.341645885286783
"What type of figurative language is the phrase ""mountains of data?""",0.5487256371814093
"Read the sentence from the article. 

>That is because planet hunting is no piece of cake. 

What does the phrase, ""planet hunting is no piece of cake"" mean as it is used in the article?",0.8935532233883059
"Select the sentence from the article that means, ""to save"" something. ",0.8320839580209896
"Read the sentence from the article. 

>But most are in the wrong neighborhoods to sustain life. 

Which of the following has the same meaning as ""sustain life"" in the article?",0.6761619190404797
"Read the sentence from the article. 

>Kepler's not quite dead and buried. 

What is the meaning of the statement above?",0.744807121661721
"Read the sentence from the article. 

>""We really wanted to go the next mile to nail down an Earth and to tell if there are moons,"" he said. 

What does the phrase ""go to the next mile to nail down an Earth"" mean in the sentence above?",0.29376854599406527
"Read the sentence from the article.

>Scientists have only begun to dig through the huge amounts of information from the damaged Kepler. 

Which option uses the word ""dig"" the same way as in the sentence above?",0.6750741839762612
"Select a phrase from the section ""Would Life Have Been Found?"" that contains two words that mean, ""livable area.""",0.6409495548961425
"Read the sentence from the article. 

>Scientists have only begun to dig through its vast trove of data, where proof of another Earth-like planet may be hiding. 

The phrase ""another Earth-like planet may be hiding,"" is an example of what type of figurative language?",0.5670498084291188
"Read the sentence from the article. 

>For the past four years, the $600 million Kepler has been a prolific planet detector from its lonely orbit, fixing its meter-wide lens, a photometer, on stars to detect the subtle dimming that occurs every time a planet passes in front of – or ""transits"" – its sun.

Which of the following is NOT a definition of ""prolific"" as mentioned in the article?",0.6973180076628352
"Read the sentence from the article. 

>For instance, other astrophysical signals can masquerade as a transiting planet, and stars naturally fluctuate in brightness. 

Based on clues in the article, the reader can assume that the word ""astrophysical"" means",0.3103448275862069
"Select the sentence from the article that contains an antonym for the word ""unproductive.""",0.6245210727969349
Select the sentence that shows that sports enthusiasts don't mind paying extra for cable subscriptions.,0.44654088050314467
"Select the paragraph from ""A Cable Sports Tax"" that shows that subscribers pay for almost everything on cable, including production costs.",0.3238993710691824
Select the sentence that is LEAST important to include in a summary of the article.,0.5943396226415094
Which of the following BEST supports the central idea of the article?,0.5974842767295597
"Select the paragraph from ""Big Chunk Of The Cable Bill"" that describes how non-sports watchers may soon be able to choose to not pay for sports channels.",0.665680473372781
"According to the article, which of the following sentences is NOT TRUE?",0.5088757396449705
Select the sentence that is MOST important to include in a summary of the article.,0.6686390532544378
"How will the ""pay as you go"" systems affect cable companies?",0.48520710059171596
"Select the paragraph from ""Hard To Skip Commercials"" that discusses new sports channels that will be launched soon.",0.7922606924643585
What was the average monthly cable bill that subscribers paid in 2012?,0.8635437881873728
Select the sentence that shows that ESPN is one of the most-watched cable networks.,0.7413441955193483
Select the sentence that shows the popularity of sports channels.,0.6761710794297352
"If the new law is passed, which of the following will be TRUE?",0.5320754716981132
"According to the article, how many households receive ESPN?",0.7069182389937106
What is the main idea of the article?,0.46037735849056605
"Select the paragraph from ""Sports Tax"" that shows the reason for higher broadcast rights fees for showing sports.",1
All of the following show the popularity of sports channels EXCEPT:,0.46835443037974683
Why will a lot of American consumers cut their cable connection by the end of the year?,0.5063291139240507
"According to the article, what is the reason for introducing an a la carte system?",0.6075949367088608
Select the sentence that shows why American households have to pay more for sports channels.,0.5632911392405063
Which BEST describes one way the central idea is developed over the course of the article?,0.35344827586206895
Select the sentence or sentences from the article that is LEAST important to develop the central idea?,0.3103448275862069
Which detail from the article supports the main idea?,0.5862068965517241
Which detail from the article does not support the central idea?,0.7327586206896551
How is the main idea MOST CLEARLY developed throughout the course of the article?,0.8666666666666667
Select the paragraph from 'Money to Spend' that BEST supports the central idea that Chinese tourists spend more than any other foreign visitor to the United States.,0.21666666666666667
"Which sentence is MOST important to include in a summary of 'Coach, Ugg and Polo'?",0.75
"What in good alternative title for 'Coach, Ugg and Polo'?",0.8833333333333333
Which idea from the article does NOT support one of the main ideas?,0.6666666666666666
Select the sentence from the article that states a main idea.,0.6666666666666666
All the following are important to include in a summary of the article EXCEPT?,0.7619047619047619
What is a good title for the first section of the article?,0.7142857142857143
Which sentence best sums up the section 'Speaking Their Language'?,0.42857142857142855
"What is another good title for the section 'Vitamins, Too'?",0.6428571428571429
"Select the sentence from the article that is LEAST important to include in a summary of 'Save the Beaches, Get the Purses.'",0.47619047619047616
"Which detail from 'Vitamins, Too' BEST supports the main idea of the article?",0.3333333333333333
Which of the following statements BEST summarizes the main points of the article?,0.8888888888888888
"According to the article, which of the following best summarizes the Chinese tourists' opinions regarding purchasing products in the United States?",0.4444444444444444
Select the paragraph that provides an accurate synopsis of the article.,0.2777777777777778
Which of these would be an appropriate alternative title for the article?,0.5555555555555556
The article introduces the famous Renoir painting by:,0.5983122362869199
Select the paragraph from the article that provides the MOST evidence that Fuqua may be lying about purchasing the painting at a flea market. ,0.4421940928270042
What was the overall effect of Marcia Fuqua's attempt to discover the value of the painting?,0.5426160337552742
What effect did the FBI's involvement have on the famous painting?,0.6902953586497891
"What effect did the death of the art collector, Saidie May, have on the museum?",0.6836506159014558
What is the reason Amalie Ascher believes the Renoir is insignificant?,0.8421052631578947
Select the paragraph from the article that shows the reason why an insurance company may legally own the Renoir.,0.658454647256439
Why does Fuqua claim she is the rightful owner of the Renoir? ,0.7721164613661814
What information can someone learn from reading this article?,0.8371478873239436
How does the article make a connection between the Renoir and the year 1951?,0.7649647887323944
What is the Renoir painting's relation to knickknacks?,0.4876760563380282
Select the paragraph from the article that provides a connection between the Renoir and love. ,0.6742957746478874
How does the author make a connection between the Renoir and the year 1879?,0.642315644383184
"Why did Renoir create the painting, ""On the Shore of the Seine""?",0.631288766368022
Select the paragraph from the article that shows the reason why the value of Renoir's painting dropped.,0.5699517574086836
What will be the effect if the insurance company is the rightful owner of the painting?,0.5844245348035837
"Read the following details from the article.

>It began after the flea market buyer, Marcia ""Martha"" Fuqua, known early on only as ""Renoir Girl,"" approached The Potomack Co. auction house, where owner Elizabeth Wainstein confirmed the unsigned painting's authenticity. 

>But as international attention grew – it was a Renoir, after all, even if just a tiny one, at 5 1/2 inches by 9 inches – Wainstein suddenly called off the auction.

How does the article relate these two ideas?",0.4698085419734904
Select the paragraph from the article that explains what led to the discovery that the Renoir had previously been on display at the Baltimore Museum of Art.,0.40353460972017674
"Why is the colorful Renoir only worth $22,000?",0.7908689248895434
Which statement accurately describes paragraphs 11-14 of the question?,0.39322533136966126
Which sentence from the paragraphs below infers that soldiers generally view army food as unappealing?,0.8620689655172413
"According to the information in the article, what is one of the main challenges the army faces when creating meals for soldiers?",0.7270114942528736
Why are kale and muscadine grapes two good choices to use in creating meals for soldiers?,0.6522988505747126
Which statement is implied by the information in this article?,0.34770114942528735
The military hired the N.C. State's Plants for Human Health Institute to develop a new method of extracting and transplanting vital nutrients into foods. What does this illustrate?,0.8342391304347826
Select the paragraph from the article provides the MOST evidence that phytochemicals help people lose weight.,0.5407608695652174
"According to the Army, what characteristics must a food have to be shelf-stable?",0.8179347826086957
"According to Tom Yang, why is it so difficult to get young soldiers to eat ready-to-eat meals?",0.6970108695652174
"According to the information in the article, what is wrong with most ready-to-eat army meals?",0.8203125
Why did the researchers at North Carolina State University choose kale and muscadine grapes to test?,0.43359375
Select the sentence from the article that explains why soldiers often don't get to eat fresh fruits and vegetables?,0.31640625
Why do many soldiers stationed in harsh climates not eat fruits or vegetables?,0.689453125
Which of these sentences from the article explains the problem North Carolina State University wants to solve?,0.7386666666666667
What is one way the army is trying to improve ready-to-eat meals?,0.6826666666666666
Which paragraph from the article indicates that Tom Yang wants to run tests on samples from Mary Ann Lila's research.,0.5173333333333333
"To what ingredient are phytochemicals added in order to make the tastier, healthier snack bars?",0.49333333333333335
Why are phytochemicals important?,0.7416201117318436
"Read the paragraph below. Which sentence from this paragraph explains what happens when sugar, fat, and water are removed from fruits and vegetables?",0.33798882681564246
"According to Mary Ann Lila, what is another good reason to eat phytochemicals?",0.5349162011173184
Why does the army want to improve the snack bars soldiers eat?,0.5502793296089385
What was the primary conflict between Marquita Riley and Aaliyah Hudson?,0.6724205570812083
All of the following are goals of the restorative justice program EXCEPT?,0.745390349156532
"Select the paragraph from the article that BEST shows the urgency of the need for a restorative justice program for the entire community in ""Talking and Listening, Not Fighting"". ",0.4068262063554335
"In ""Now I'm A People Person,"" the article provides evidence that the restorative justice program is having a positive effect by",0.35778736759513535
The article introduces Manley's restorative justice initiative by,0.6248587570621469
The article draws a connection between all of the following EXCEPT,0.6632768361581921
Select the paragraph from the article that BEST provides a connection between teenagers and adults. ,0.4135593220338983
According to the article what are the primary problems with the restorative justice program?,0.5661016949152542
What event led to Aaliyah Hudson ending up in Marley's 'peace room'?,0.9132697311361665
"According to the article, Manley has seen all the following effects of the restorative justice program EXCEPT?",0.5021682567215958
What is the general tone of this article?,0.3196010407632264
Select the paragraph from the article that provides the BEST evidence that the restorative justice program has a positive effect in student's home and family life.,0.2541196877710321
What event led to Fenger Academy starting a restorative justice program?,0.5919491525423729
What can someone learn from reading this article,0.722457627118644
The author includes 'Now I'm A People Person' to,0.6258474576271187
Select the paragraph from the article that provides the MOST evidence that Geneva Harris was not very nice to her classmates before the restorative justice program.,0.7055084745762712
"According to the article, what is the main reason that Chicago ministers, principals and activists are turning to peace rooms to stop violence?",0.6118621892716964
What was the first thing Marquita and Aaliyah did after they entered the peace room?,0.49585695595290014
What was the main effect going to the peace room had on Marquita and Aaliyah?,0.7474923680767553
Select the paragraph from the article that states the main reason Aaliyah did not want to fight.,0.6428259921500218
"Read this sentence from the article.
>If you live in Oklahoma, you have an interest in tornadoes,"" Jacob said.

What can the reader infer the professor means by this statement?",0.7888888888888889
What is the primary challenge scientists are facing with sending drones into the storm to extend the warning time for tornadoes from minutes to hours?,0.6037037037037037
All the following statements regarding the warning time for tornadoes are true EXCEPT,0.6074074074074074
Select the paragraph from the article that provides the MOST evidence that the U.S. government is working to permit researchers to fly drones over the United States.,0.34444444444444444
Drones can be used for all the following EXCEPT,0.5870786516853933
Select the paragraph from the article that provides the MOST evidence that scientists have been working for years to extend the warning time of tornadoes.,0.5702247191011236
What type of drones would be required to locate survivors after a disaster?,0.5814606741573034
Scientists are facing all of the following challenges regarding the use of drones EXCEPT,0.5308988764044944
Select the paragraph from the article that provides the MOST evidence that Oklahoma has a high occurrence of tornadoes. ,0.7972350230414746
What are Oklahoma State University engineering teachers and students doing to help with tornado research?,0.5778801843317972
"According to the article, the data collection sensors gather information on all the following EXCEPT?",0.7557603686635944
"After the tornado in Moore, why did officials stop helicopters from flying over elementary schools where people were looking for survivors?",0.7225806451612903
Why did Oklahoma State professor Jamey Jacob first begin working with unmanned aircraft?,0.5504241281809613
According to the article in near what location did a mile-wide tornado that killed 24 people form?,0.6852026390197926
Why would the use of drones be better than helicopters to locate survivors after a disaster?,0.4759660697455231
Select the paragraph from the article that provides the MOST evidence that the deaths of three storm chasers in El Reno may have been prevented if the government allowed scientists to fly drones.,0.4505183788878417
"Currently, forecasters predict when a tornado is coming by using all the following EXCEPT?",0.5872274143302181
The government mainly uses drones for,0.6510903426791277
Select the paragraph from the article that lists the rules for flying an unmanned aircraft in the United States.,0.5654205607476636
What year does Congress hope to allow flying of unmanned aircraft over the United States?,0.9330218068535826
Why are scientists planning to send drones into tornadoes?,0.7819706498951782
Why are scientists at an Oklahoma university building weather equipment that will go into a drone?,0.7190775681341719
Why are the scientists upset?,0.6320754716981132
Select the paragraph that shows the reason that scientists are upset with the government.,0.34067085953878407
"Read the sentence from the article.

>Heading the ball is a key soccer skill, but a new study finds that players who headed the ball frequently were more likely to suffer brain injury and damage their memory than players who were a little less headstrong, so to speak. 

What type of figurative language is the word 'headstrong' as it is used in the sentence above?",0.641860465116279
Select a paragraph from the article that contains a word that means 'a group of people or population that shares something in common'.,0.21209302325581394
Which of the following has nearly the same meaning of the word 'garner' as it is used in the article?,0.6586046511627907
"Read the sentence from the article.

>The head count would be analogous to the ""pitch count"" in baseball that ensures pitchers don't throw too many pitches in a single outing.

What of the following is NOT a synonym for the word 'analogous' as mentioned in the sentence above?",0.6269767441860465
"Select the paragraph from ""Adult League Soccer Players Tested"" that contains a word that means the same as 'to calculate or measure'.",0.3748728382502543
Select the paragraph from the article that contains an 'idiom phrase' that means 'to not be actively involved'.,0.2787385554425229
"Select the sentence below that uses the word for 'an injury caused by shock to the body.'

",0.7884028484231943
"Read the sentence from the article.

> But he is intently interested in the added effects of repetitive traumatic brain injury.

What is a synonym for the word 'intently' as mentioned in the article?",0.7009155645981688
"Read the sentence from the article.

>There were some players below those levels who showed FA and memory problems. So some people may be more sensitive to heading the ball.

What is the meaning of the word 'sensitive' as mentioned in the sentence above?",0.6971350613915416
"Read the sentence from the article.

> However, Lipton cautioned players not to dismiss the potential risks of heading the ball too many times.

What is a synonym for the word 'potential' as mentioned in the sentence above?",0.8342428376534788
"Read the sentence from the article.
 
>They asked the players how often they played soccer and approximately how often they headed the ball.

What is an antonym for the word approximately?",0.5688949522510232
"Select the paragraph from ""Keeping a Headcount Suggested"" that contains a synonym for the word 'connection'.",0.5177353342428377
"Read the sentence from the article.

> But a new study by a group of doctors and brain scientists said heading can be risky.

What is the opposite of the word 'risky' as it is used in the sentence above?",0.6292942743009321
"Read the sentence from the article.

> Tackle football and hockey get most of the attention when it comes to serious brain injuries.

What does the word 'attention' mean as it is used in the sentence above?",0.5898801597869507
"Select the sentence from the selection below that contains a word that means the same as 'small'.""",0.6631158455392809
